brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,link
acer,Spin,Intel,Core i5,Missing,8 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,1,No,No,119990,124900,3,4.0,1,1,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+Spin+Intel+Core+i5+Missing+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_aUuYcWejeuHbruTQRxuR6at8SBTyMnhMJgZzF5WgwzbwnBOtT66jvwJXhus9zfImG_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=7bi1q5slq80000001704463919988&qH=164a5325cc6e7bc1
acer,Swift,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,94190,124999,24,4.3,31,6,Not Found
ASUS,ROG,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,106167,120990,12,4.5,1881,241,https://www.flipkart.com/asus-rog-flow-z13-2023-intel-h-series-core-i9-13th-gen-13900h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-165-hz-gz301vv-mu014ws-2-1-gaming-laptop/p/itm3b51dd99720af?pid=COMGPFPCQ2BHETTH&lid=LSTCOMGPFPCQ2BHETTHGVUUNE&marketplace=FLIPKART&q=ASUS+ROG+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3549b520-2fc1-4565-80b1-e1222363c510.COMGPFPCQ2BHETTH.SEARCH&ppt=None&ppn=None&ssid=wbadvomank0000001704463921639&qH=f04f96214da07706
DELL,Missing,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,1,No,No,68090,69500,2,1.6,23,4,https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQNY91RG&marketplace=FLIPKART&q=DELL+Missing+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=a2a3b376-0735-4380-ae8e-3a956eed8637.COMGTEGW6HF5GJGQ.SEARCH&ppt=None&ppn=None&ssid=b8gvynsikg0000001704463922859&qH=ad4061206a7261a6
DELL,XPS,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,Missing,1,No,No,139990,155720,10,0.0,0,0,https://www.flipkart.com/dell-xps-intel-core-i5-10th-gen-1035g1-8-gb-512-gb-ssd-windows-10-home-9300-thin-light-laptop/p/itmbdb9070446946?pid=COMFTC4YBSK8WZQC&lid=LSTCOMFTC4YBSK8WZQCPSGZIJ&marketplace=FLIPKART&q=DELL+XPS+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=aaaa78d1-a9d1-462a-a589-0b06aafc4309.COMFTC4YBSK8WZQC.SEARCH&ppt=None&ppn=None&ssid=xotifia9kw0000001704463924074&qH=cddbb7215a32e399
HP,15s,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,Missing,0,No,No,55990,63179,11,4.0,818,109,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5112tu-thin-light-laptop/p/itmafa17a199da31?pid=COMGG63HWNMXZKDF&lid=LSTCOMGG63HWNMXZKDFUDGXYH&marketplace=FLIPKART&q=HP+15s+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=15ff9222-7e83-4e2e-acc3-15dbd6e43dc7.COMGG63HWNMXZKDF.SEARCH&ppt=None&ppn=None&ssid=u95mhc2c680000001704463925280&qH=c148b135c5f74005
HP,Omen,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,102551,0,0,0.0,0,0,https://www.flipkart.com/samsung-galaxy-book3-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xfg-kb1in-thin-light-laptop/p/itm7991f0013eb19?pid=COMGN5FVZZYEPYJ3&lid=LSTCOMGN5FVZZYEPYJ3QVAQVC&marketplace=FLIPKART&q=HP+Omen+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=f9a62fc6-3b5c-4d33-9e06-cf3f040939ae.COMGN5FVZZYEPYJ3.SEARCH&ppt=None&ppn=None&ssid=e5t6p4rfb40000001704463926577&qH=e7cb303a2c53bb44
lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,72990,90000,18,4.2,204,19,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=lenovo+Ideapad+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=621e9df0-68aa-44f0-8682-9cf9f5152819.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=j302ixmzeo0000001704463927642&qH=0bdbdcd13a54a8db
Lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,2,Casual,Missing,0,No,No,46990,62290,24,4.2,4428,569,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=76645530-ea30-44e6-bc81-b1d3f2906d3e.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=lckugqmxdc0000001704463928846&qH=f4d50b4aa9fd7550
MICROSOFT,Surface,Intel,Core i5,10th,8 GB GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,100190,104999,4,4.4,56,8,Not Found
Smartron,t.book,Intel,Core i5,7th,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,52990,55999,5,3.5,30,9,Not Found
MICROSOFT,Surface,Intel,Core i5,8th,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,91999,0,0,4.5,49,8,Not Found
Smartron,t.book,Intel,Core i5,7th,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4,Not Found
HP,Pavilion,Intel,Core i5,8th,8 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16,Not Found
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3,365,35,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=5ac1bcf8-3df9-4106-b7aa-fe24f0e1f41d.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=urq7ftsu4w0000001704463934087&qH=b54eb620b037e308
lenovo,Yoga,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,102990,139890,26,4.6,79,14,https://www.flipkart.com/lenovo-yoga-slim-7-pro-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-82nc00ewin-thin-light-laptop/p/itm782fd4e146b14?pid=COMGJ4X8TK52M4D2&lid=LSTCOMGJ4X8TK52M4D2ANGNUF&marketplace=FLIPKART&q=lenovo+Yoga+Intel+Core+i5+10th+LPDDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=87843766-54de-4868-b631-050c580a4c9f.COMGJ4X8TK52M4D2.SEARCH&ppt=None&ppn=None&ssid=dt90p0y0o00000001704463935268&qH=7673dc02884f24f6
acer,Swift,Intel,Core i5,7th,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86867,99999,13,4.4,39,3,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+Swift+Intel+Core+i5+7th+DDR3&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_yMXpox5t7r1Jn5bdMn0xbjShO6H27scO00k2lgDXJJq2YpZTHQfFKWwuUzyTvL3tG_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=54f9lgp8s00000001704463936406&qH=be140d17c2264ca3
LG,Gram,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,76990,104000,25,4.5,15,7,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=LG+Gram+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_t8Y9RHX_rMW7LwbQyTgMxuFyOL_BUDxRQe76x2MVNQ2zSJbcaROs0lsQ5GqKr-A-6an-fvi95oJtwpAJOdZDvw%3D%3D&ppt=None&ppn=None&ssid=ixgop25l740000001704463937644&qH=bb1b677258d1ef90
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,76990,106000,27,0.0,0,0,https://www.flipkart.com/chuwi-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=LG+Gram+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_6bVmm8q2gyUf7WtyCNGskhGT0r6aLqHWRzoj8Ska6eMHwoT5-PmJW5NhyoxmEVzlE_hoMAdmH-FQRdcD1--rhg%3D%3D&ppt=None&ppn=None&ssid=ea0dlj6s340000001704463938731&qH=9e7ac08cbd8f6a32
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,48990,58990,16,0.0,0,0,https://www.flipkart.com/asus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1502za-ej544ws-laptop/p/itm3aedd72975705?pid=COMGTVP9XSSZPXSK&lid=LSTCOMGTVP9XSSZPXSKH3J3ZZ&marketplace=FLIPKART&q=ASUS+VivoBook+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=591c25bc-ebca-48d7-bdc2-687699fdcab0.COMGTVP9XSSZPXSK.SEARCH&ppt=None&ppn=None&ssid=qim046ofsw0000001704463939692&qH=14d79749a542f24b
LG,Gram,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,62990,99000,36,4.6,68,20,Not Found
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,55990,71578,21,3.3,3,0,Not Found
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,Yes,Yes,81998,82799,0,4.0,14,3,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+Swift+Intel+Core+i5+8th+DDR3&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_5kSFe4zuCsmlgpoaKG5zmVRCyJaxSqCA6aX3d_TAFjzpdC0NWH8TzlAQ1PUnNasiG_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=g64xztxu1c0000001704463941841&qH=d0327aba12cec35e
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,76990,106000,27,0.0,0,0,https://www.flipkart.com/chuwi-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=LG+Gram+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_YhKkpafzYbb7zNROBEO5Sx_0p3KGiQs0WHB1rj3KpxVzcJbqsRFgLyEOj2YVaa91E_hoMAdmH-FQRdcD1--rhg%3D%3D&ppt=None&ppn=None&ssid=1ps4xxj9j40000001704463942654&qH=9e7ac08cbd8f6a32
HP,Spectre,Intel,Core i5,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,136590,151133,9,0.0,0,0,https://www.flipkart.com/hp-elitebook-intel-core-i5-8th-gen-intel-core-i5-8265u-uhd-graphics-620-1-6-ghz-base-frequency-up-3-9-turbo-boost-technology-6-mb-cache-4-cores-8-gb-32-optane-256-ssd-windows-10-pro-8-graphics-hsn-124c-4-business-laptop/p/itm7291345b69155?pid=COMFZZZSPUZNZRBM&lid=LSTCOMFZZZSPUZNZRBM2AUMA6&marketplace=FLIPKART&q=HP+Spectre+Intel+Core+i5+8th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=ebff6828-184a-4219-aa0e-149d71fc1769.COMFZZZSPUZNZRBM.SEARCH&ppt=None&ppn=None&ssid=52fg5vot4g0000001704463943752&qH=4e31e9e463a6de41
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7,Not Found
ASUS,VivoBook14,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,No,49800,66990,25,0.0,0,0,https://www.flipkart.com/asus-vivobook-14-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-x415ea-ek322ws-thin-light-laptop/p/itm4e269d8e445e4?pid=COMGR953ANPZUBFU&lid=LSTCOMGR953ANPZUBFUWSIMHI&marketplace=FLIPKART&q=ASUS+VivoBook14+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=16ad4ed2-7324-4288-b356-7f0e5fcc90bb.COMGR953ANPZUBFU.SEARCH&ppt=None&ppn=None&ssid=phtiovfuq80000001704463946043&qH=ea9c6329c339be44
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=03995d64-756f-44e2-9360-be5368a4aa18.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=n7vptg51gw0000001704463946791&qH=b54eb620b037e308
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15,https://www.flipkart.com/hp-2023-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-15s-fr4001tu-thin-light-laptop/p/itmbb64b6f1667d5?pid=COMGZNSB6GCJVUPX&lid=LSTCOMGZNSB6GCJVUPX7MUWHR&marketplace=FLIPKART&q=HP+Missing+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=ee90c280-fee3-4ccc-a64c-37cef33d012e.COMGZNSB6GCJVUPX.SEARCH&ppt=None&ppn=None&ssid=1yj0r4icww0000001704463947789&qH=2f77d12d83713c6b
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17,https://www.flipkart.com/hp-2023-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-15s-fr4001tu-thin-light-laptop/p/itmbb64b6f1667d5?pid=COMGZNSB6GCJVUPX&lid=LSTCOMGZNSB6GCJVUPX7MUWHR&marketplace=FLIPKART&q=HP+Missing+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=d221d9a6-9da6-40f0-915b-e611d95f76e2.COMGZNSB6GCJVUPX.SEARCH&ppt=None&ppn=None&ssid=ovs4bpas5c0000001704463948549&qH=2f77d12d83713c6b
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,2,No,Yes,52990,74390,28,4.2,300,24,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=76480c68-2727-4ba9-bda5-a4c501b940e0.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=19q1ecnc9s0000001704463949584&qH=b54eb620b037e308
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-1-tb-ssd-windows-11-home-14-dv2153tu-thin-light-laptop/p/itm9236b466db2d7?pid=COMGT34TR3XEEZYB&lid=LSTCOMGT34TR3XEEZYBQKADZ6&marketplace=FLIPKART&q=HP+Pavilion+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=f849aaab-e92f-446e-8224-148256c55f05.COMGT34TR3XEEZYB.SEARCH&ppt=None&ppn=None&ssid=mdubzfq3yo0000001704463950864&qH=eb275fcc5d0c3b60
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,57990,81990,29,4.5,3712,412,https://www.flipkart.com/asus-tuf-gaming-f15-ai-powered-intel-core-i5-11th-gen-11260h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-w-fx506hf-hn075w-laptop/p/itmbd858702e076f?pid=COMGS2AJESZQCMRT&lid=LSTCOMGS2AJESZQCMRTZVTWT2&marketplace=FLIPKART&q=ASUS+TUF+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=1fedfdfb-1355-4af0-b9ef-4e61ee64f660.COMGS2AJESZQCMRT.SEARCH&ppt=None&ppn=None&ssid=ksw9nfysmo0000001704463951934&qH=cb2d52d6c061ac1d
Lenovo,Ideapad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4,825,95,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=4bc8b4f6-28f9-42cb-a850-8c87b27ad2dc.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=uzsfi9ahrk0000001704463952710&qH=b54eb620b037e308
realme,Book(Slim),Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,52990,69999,24,4.4,3470,505,https://www.flipkart.com/realme-book-slim-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itma836bc7914a97?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=realme+Book%28Slim%29+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=7110779b-5898-48fe-a2b0-c6fa508c9bbe.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=9qlvftxuwg0000001704463953942&qH=fbf67273c9c4e1e9
Lenovo,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,84890,37,0.0,0,0,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=Lenovo+Missing+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=77eb1278-252e-4900-b406-afdabde3be46.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=qanh8xzbi80000001704463954921&qH=72ea078823450371
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,51990,88990,41,4.2,85,4,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+IdeaPad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=1e0b804a-b7fd-4ca1-9f5c-6e2aaebcb126.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=zwgv7sy2n40000001704463955784&qH=e259455c9e61cf69
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,61990,97890,36,4.2,56,7,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=Lenovo+IdeaPad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3cf1a679-c17c-4a3d-aa27-25f7abafc71d.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=tvapzutn280000001704463956495&qH=e259455c9e61cf69
RedmiBook,Pro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2,1708,242,https://www.flipkart.com/chuwi-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=RedmiBook+Pro+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_rUIvFEX5iXHJMHXeETznM4jlzjDlpYizB6VelvHDTiygqRiP4BAgTI3PaK7NlZfyE_hoMAdmH-FQRdcD1--rhg%3D%3D&ppt=None&ppn=None&ssid=1rsk4kcs3k0000001704463957550&qH=75f251738c4872d5
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6,10,1,https://www.flipkart.com/asus-vivobook-pro-15-oled-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k6500zc-l502ws-gaming-laptop/p/itmb1657f5567e5f?pid=COMGG3S9JRVFZPMY&lid=LSTCOMGG3S9JRVFZPMY5XHYKI&marketplace=FLIPKART&q=ASUS+VivoBook+Intel+Core+i5+11th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=b0c2e362-5513-403f-819b-5cf66933f299.COMGG3S9JRVFZPMY.SEARCH&ppt=None&ppn=None&ssid=q190cfh5m80000001704463959090&qH=24df029f6800388a
